what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347124810722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124821009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124822226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124822374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124825199
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347124867971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124871062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124914493
started,bundle,org.eclipse.wb.os,1.3.0.r37x201204301201,"org.eclipse.wb.os",1347124917057
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201204301201,"org.eclipse.wb.os.win32",1347124917060
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347124919091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347124933120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347124934266
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347124937352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347124937921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124943215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124943346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124947416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124947538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1347124954114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124956926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124970930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124972409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124972534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124973673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124973792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124975733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124979050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124979077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124983292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124983312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347124984108
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1347124986407
activated,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1347124986452
